BROKERREFERENCE,ENTRYNUMBER,IMPORTERNAME,IMPORTERID,LINENUMBER,HTS_NUMBER,HTS_DESCRIPTION,MANUFACTURERNAME,ENTRYDATE,ARRIVALDATE,DATEOFEXPORT,MODEOFTRANSPORT,ENTEREDVALUE,COUNTRYOFORIGIN,ADL1_HTS_NUMBER,ADL2_HTS_NUMBER,ADL3_HTS_NUMBER,ADL4_HTS_NUMBER,ADL5_HTS_NUMBER,ADL6_HTS_NUMBER,ADL7_HTS_NUMBER,ADL1_HTS_DESCRIPTION,ADL2_HTS_DESCRIPTION,ADL3_HTS_DESCRIPTION,ADL4_HTS_DESCRIPTION,ADL5_HTS_DESCRIPTION,ADL6_HTS_DESCRIPTION,ADL7_HTS_DESCRIPTION
4539405,02322616',FPG USA LLC DBA FOOD PHYSICS,84-461929600,5,99030306,S122 EXCL IRN/STL/ALUM DERIV,ELEA VERTRIEBS UND VERMARKTUNGS GMBH,6/07/2026,6/05/2026,6/05/2026,Air Non-container,5141.53,DE,99038202,7220900015,,,,,,ALU  STL  COP DER ALU  DER STL,STEEL ST:0.5-24% NICKEL OT,,,,,
4539405,02322616',FPG USA LLC DBA FOOD PHYSICS,84-461929600,6,99030301,SECTION 122 - 10% DUTY,ELEA VERTRIEBS UND VERMARKTUNGS GMBH,6/07/2026,6/05/2026,6/05/2026,Air Non-container,33668.11,DE,99037411,99039406,8537108000,,,,,MED/HVY PRTS  NT38 (1) ALL CT,CLS UN NT33(G/H)USMCA SB (P),TOUCH SENSITIVE DEV W/O DI,,,,
4539405,02322616',FPG USA LLC DBA FOOD PHYSICS,84-461929600,7,99030301,SECTION 122 - 10% DUTY,ELEA VERTRIEBS UND VERMARKTUNGS GMBH,6/07/2026,6/05/2026,6/05/2026,Air Non-container,49169.5,DE,8438909090,,,,,,,MACH PTS OTH U/IN PREP OF FOOD,,,,,,
4539405,02322616',FPG USA LLC DBA FOOD PHYSICS,84-461929600,8,99030301,SECTION 122 - 10% DUTY,ELEA VERTRIEBS UND VERMARKTUNGS GMBH,6/07/2026,6/05/2026,6/05/2026,Air Non-container,1095.68,DE,8438909090,,,,,,,MACH PTS OTH U/IN PREP OF FOOD,,,,,,
4539406,02322632',EISENMANN OF SOUTH CAROLINA INC,86-240963300,1,99030301,SECTION 122 - 10% DUTY,EISENMANN GMBH,6/07/2026,6/06/2026,6/06/2026,Air Non-container,15609.81,DE,99038201,8424909080,,,,,,DOES NOT CONT ANY ALU  STL CPP,MECH APP FOR PROJ ETC  PTS,,,,,
2615766,02322673',IN 2 FOOD GOURMET LLC,26-458152400,1,99030307,S 122-EXCLUSION  CANADA USMCA,AGM BAKERY,6/07/2026,6/04/2026,6/04/2026,Truck Non-container,15208.52,XO,1905901041,,,,,,,FROZEN PASTRY CAKES BISC PUDD.,,,,,,
2615766,02322673',IN 2 FOOD GOURMET LLC,26-458152400,2,99030307,S 122-EXCLUSION  CANADA USMCA,AGM BAKERY,6/07/2026,6/04/2026,6/04/2026,Truck Non-container,811.12,XO,1905901041,,,,,,,FROZEN PASTRY CAKES BISC PUDD.,,,,,,
2615766,02322673',IN 2 FOOD GOURMET LLC,26-458152400,3,99030307,S 122-EXCLUSION  CANADA USMCA,AGM BAKERY,6/07/2026,6/04/2026,6/04/2026,Truck Non-container,811.12,XO,1905901041,,,,,,,FROZEN PASTRY CAKES BISC PUDD.,,,,,,
2615766,02322673',IN 2 FOOD GOURMET LLC,26-458152400,4,99030307,S 122-EXCLUSION  CANADA USMCA,AGM BAKERY,6/07/2026,6/04/2026,6/04/2026,Truck Non-container,405.56,XO,1905901041,,,,,,,FROZEN PASTRY CAKES BISC PUDD.,,,,,,
2615766,02322673',IN 2 FOOD GOURMET LLC,26-458152400,5,99030307,S 122-EXCLUSION  CANADA USMCA,AGM BAKERY,6/07/2026,6/04/2026,6/04/2026,Truck Non-container,811.12,XO,1905901041,,,,,,,FROZEN PASTRY CAKES BISC PUDD.,,,,,,
2615766,02322673',IN 2 FOOD GOURMET LLC,26-458152400,6,99030307,S 122-EXCLUSION  CANADA USMCA,AGM BAKERY,6/07/2026,6/04/2026,6/04/2026,Truck Non-container,405.56,XO,1905901041,,,,,,,FROZEN PASTRY CAKES BISC PUDD.,,,,,,
4539395,02323325',HERMA US INC,61-178066000,1,99030301,SECTION 122 - 10% DUTY,HERMA UK LTD,6/07/2026,6/07/2026,6/07/2026,Air Non-container,372230,DE,8422309120,,,,,,,LABELING MACHINES,,,,,,
4539377,02323333',KD GLOBAL DISTRIBUTION LLC,85-097303800,1,99030301,SECTION 122 - 10% DUTY,GEBR. SCHRODER GMBH,6/07/2026,6/06/2026,6/06/2026,Air Non-container,22591.5,DE,8201500000,,,,,,,SECATEURS/ONE-HANDED PRUNE,,,,,,
4539436,02323390',CANTRELL GAINCO GROUP INC,31-151121700,1,99030301,SECTION 122 - 10% DUTY,O E CO LTD,6/07/2026,6/05/2026,6/05/2026,Air Non-container,2647.63,TW,8438909060,,,,,,,MACH PTS OTH PREP MEAT POULTRY,,,,,,
